race,sex,age,priors_count,c_charge_degree,two_year_recid
Hispanic,Male,37,1,F,0
Caucasian,Male,21,0,F,1
Caucasian,Male,51,3,M,1
Caucasian,Female,39,2,F,1
African-American,Male,43,8,F,1
African-American,Male,22,0,M,1
African-American,Female,28,4,F,0
Caucasian,Male,43,0,F,1
Caucasian,Male,27,7,F,1
Other,Male,27,0,F,1
Caucasian,Male,31,1,F,1
African-American,Female,28,0,M,0
Caucasian,Male,58,3,M,0
Caucasian,Male,22,0,F,1
Hispanic,Male,21,0,M,1
African-American,Male,31,5,F,0
African-American,Male,33,0,F,0
African-American,Male,26,6,M,1
African-American,Female,23,1,M,0
Caucasian,Male,32,11,F,0
African-American,Male,57,2,F,0
Caucasian,Male,22,0,F,0
African-American,Female,35,2,F,0
Caucasian,Male,47,1,F,1
Hispanic,Male,35,2,F,0
African-American,Male,29,17,F,1
Caucasian,Female,54,1,M,0
Caucasian,Male,29,0,F,0
Other,Female,28,0,M,1
African-American,Male,51,17,F,1
African-American,Female,36,0,M,0
Caucasian,Male,35,3,M,1
African-American,Male,20,1,F,1
African-American,Male,25,0,F,0
African-American,Male,29,2,M,0
Hispanic,Male,31,0,F,1
African-American,Male,62,4,F,0
Caucasian,Male,39,0,M,0
African-American,Male,30,1,F,1
African-American,Female,23,0,F,0
African-American,Female,23,1,F,0
Hispanic,Female,37,0,M,0
African-American,Male,30,21,F,1
African-American,Male,33,18,F,1
Hispanic,Male,20,0,M,1
African-American,Female,61,1,F,0
African-American,Male,30,9,F,1
African-American,Male,23,1,F,0
African-American,Female,27,0,F,1
African-American,Male,38,10,M,0
African-American,Male,42,1,F,0
African-American,Male,31,0,F,0
African-American,Male,23,2,F,1
Caucasian,Male,31,1,F,1
African-American,Male,43,1,M,1
Caucasian,Male,39,0,F,0
African-American,Male,31,0,M,0
Caucasian,Male,22,3,F,1
African-American,Female,33,0,F,0
Caucasian,Male,21,1,F,1
African-American,Male,23,1,F,1
Caucasian,Female,29,0,F,0
Caucasian,Male,62,2,F,0
African-American,Female,56,1,F,1
African-American,Female,24,4,F,1
Caucasian,Female,44,0,M,0
African-American,Male,22,2,F,1
African-American,Female,28,4,F,1
African-American,Male,30,0,F,0
Caucasian,Male,32,1,M,1
Caucasian,Male,51,3,F,0
African-American,Male,21,0,F,0
African-American,Male,21,2,F,1
African-American,Male,27,3,F,1
Hispanic,Male,28,0,F,0
African-American,Female,31,0,F,0
African-American,Male,33,0,M,1
Caucasian,Female,49,2,F,0
Other,Female,41,2,F,0
Caucasian,Male,20,0,M,0
African-American,Male,31,10,F,1
African-American,Male,25,5,F,1
African-American,Male,23,4,F,1
Caucasian,Male,26,0,M,0
Asian,Female,45,6,F,1
Caucasian,Male,28,1,M,0
African-American,Female,28,13,F,1
Caucasian,Male,39,0,F,1
Hispanic,Male,59,1,F,1
African-American,Male,52,4,M,0
Hispanic,Male,36,1,M,0
Hispanic,Male,54,5,F,0
Caucasian,Male,32,0,F,1
African-American,Male,54,3,M,0
African-American,Male,30,2,F,1
African-American,Female,21,0,M,1
African-American,Male,25,2,M,1
Hispanic,Male,26,1,F,1
African-American,Male,22,0,F,0
African-American,Male,61,20,M,1
Caucasian,Male,24,2,F,0
African-American,Male,32,2,F,0
Caucasian,Female,26,2,F,1
African-American,Female,34,6,F,0
African-American,Male,45,12,M,1
African-American,Male,22,1,F,1
African-American,Male,54,4,F,1
African-American,Male,51,8,M,0
African-American,Male,28,0,F,0
Caucasian,Male,23,0,F,0
Caucasian,Male,30,0,F,1
African-American,Male,25,0,M,1
Caucasian,Male,25,2,F,0
Caucasian,Male,28,2,F,0
African-American,Female,32,0,M,1
African-American,Male,35,7,F,0
African-American,Male,49,0,M,1
Caucasian,Male,36,5,F,1
African-American,Male,33,16,M,1
Other,Male,30,1,F,0
Caucasian,Female,58,1,M,0
African-American,Male,22,2,F,0
Caucasian,Male,28,2,F,1
Hispanic,Male,28,0,M,1
African-American,Male,26,6,F,1
Caucasian,Female,36,3,F,1
Caucasian,Male,23,0,F,0
African-American,Male,22,0,F,1
African-American,Male,25,10,F,1
African-American,Male,26,0,F,0
African-American,Male,25,1,F,0
Caucasian,Male,26,7,F,1
Native American,Male,40,2,M,0
African-American,Male,28,0,M,1
Hispanic,Male,40,1,M,0
African-American,Male,56,1,F,0
Caucasian,Male,51,3,F,0
African-American,Male,36,0,F,0
Caucasian,Male,51,0,M,0
Caucasian,Male,25,2,F,0
African-American,Male,22,1,M,0
African-American,Female,35,9,F,0
Caucasian,Male,24,0,M,1
African-American,Male,66,5,M,1
African-American,Male,27,6,M,1
Caucasian,Male,22,2,F,1
Caucasian,Male,43,2,F,0
African-American,Male,22,2,F,0
African-American,Male,31,4,M,1
Caucasian,Female,23,4,M,1
Caucasian,Female,27,0,M,1
African-American,Male,31,8,F,1
African-American,Male,61,29,F,1
Caucasian,Male,25,3,F,0
Caucasian,Female,52,0,M,0
Hispanic,Male,35,0,F,0
Caucasian,Female,24,0,F,0
African-American,Male,50,13,M,1
Other,Male,57,0,F,0
Caucasian,Male,38,2,F,0
African-American,Male,22,1,F,0
Hispanic,Male,26,1,M,0
African-American,Male,25,8,F,0
African-American,Male,20,3,F,1
African-American,Male,34,2,F,0
African-American,Male,25,11,M,1
Caucasian,Female,24,0,F,0
Other,Male,24,4,F,0
Caucasian,Male,49,4,M,1
African-American,Male,27,15,F,1
African-American,Male,28,10,F,1
African-American,Male,33,15,M,1
Caucasian,Male,55,0,F,0
Caucasian,Male,25,1,F,0
Caucasian,Male,47,3,M,1
African-American,Male,55,10,M,1
African-American,Male,22,0,F,1
African-American,Male,32,9,F,0
Caucasian,Male,55,0,F,0
African-American,Male,23,3,M,0
Caucasian,Male,54,2,F,1
Asian,Male,40,0,F,0
African-American,Male,27,0,M,1
Caucasian,Male,36,4,M,1
African-American,Female,29,5,F,0
Caucasian,Female,45,0,M,0
Other,Male,25,2,M,0
Caucasian,Male,40,4,F,1
African-American,Male,38,7,F,1
Caucasian,Male,57,3,F,0
African-American,Male,26,3,F,1
African-American,Female,37,0,F,0
African-American,Female,42,0,M,1
Caucasian,Male,41,1,F,0
Other,Female,33,0,F,0
African-American,Male,57,1,F,0
African-American,Male,34,3,M,0
African-American,Male,29,1,F,1
Hispanic,Male,45,8,F,0
Caucasian,Male,22,1,F,0
African-American,Female,22,0,M,1
African-American,Male,42,5,F,1
African-American,Male,21,0,M,0
Caucasian,Male,56,1,M,0
African-American,Male,48,4,F,0
Hispanic,Male,27,1,M,0
Caucasian,Male,27,2,F,1
Hispanic,Male,34,1,F,0
African-American,Male,23,5,F,1
African-American,Male,47,3,F,1
African-American,Male,33,6,M,1
Caucasian,Male,58,1,F,0
African-American,Female,33,1,F,0
African-American,Female,40,2,M,0
Caucasian,Male,22,0,F,0
Caucasian,Male,39,2,F,0
Other,Male,30,2,F,0
African-American,Female,23,3,F,0
Caucasian,Male,35,1,F,0
Hispanic,Male,22,0,M,0
African-American,Male,43,7,F,1
Hispanic,Male,37,4,M,0
African-American,Male,38,14,F,0
African-American,Male,26,2,F,1
Hispanic,Male,60,0,F,0
Caucasian,Female,39,1,F,0
African-American,Male,36,16,M,1
African-American,Male,25,1,M,0
Caucasian,Male,21,0,M,1
Hispanic,Female,28,1,F,1
Other,Female,70,0,F,0
African-American,Male,25,3,M,1
African-American,Male,53,6,F,0
Caucasian,Male,37,0,F,0
African-American,Male,21,1,F,1
African-American,Male,28,1,F,0
African-American,Male,21,1,F,0
African-American,Male,32,2,F,0
African-American,Male,56,0,F,0
Caucasian,Male,30,3,M,0
Caucasian,Male,27,0,F,1
Hispanic,Male,37,6,F,1
African-American,Male,27,1,F,0
African-American,Male,41,7,M,1
African-American,Female,30,7,M,1
African-American,Male,32,7,F,1
Caucasian,Male,26,7,F,0
African-American,Male,31,0,M,0
African-American,Male,32,3,F,0
Caucasian,Female,34,5,F,1
African-American,Male,46,3,F,0
African-American,Male,24,1,F,1
African-American,Male,32,7,F,1
Caucasian,Male,43,6,F,1
Caucasian,Male,50,3,F,0
Caucasian,Male,30,4,F,1
African-American,Male,37,3,M,0
African-American,Male,31,12,F,1
Hispanic,Male,37,1,F,0
Caucasian,Male,21,1,F,0
Hispanic,Male,75,1,F,0
Caucasian,Male,40,3,M,0
Caucasian,Female,53,0,M,0
Other,Male,31,6,M,1
African-American,Male,33,4,M,0
African-American,Male,23,2,F,1
African-American,Female,22,0,M,0
African-American,Male,27,2,M,1
African-American,Male,25,5,M,1
Caucasian,Male,24,2,F,0
African-American,Female,24,2,F,1
African-American,Female,26,1,F,0
African-American,Male,56,9,F,0
African-American,Female,26,3,F,1
African-American,Male,26,7,M,1
Caucasian,Male,20,0,F,1
African-American,Male,27,4,M,1
Caucasian,Male,24,1,F,1
African-American,Male,26,8,F,1
Caucasian,Male,26,5,M,0
Hispanic,Male,54,0,F,1
Caucasian,Male,65,3,F,0
Caucasian,Female,33,5,M,1
African-American,Male,64,13,M,0
Caucasian,Male,24,0,F,0
African-American,Male,35,29,F,0
Caucasian,Female,57,0,M,0
Caucasian,Female,46,0,M,0
African-American,Male,56,16,F,0
Caucasian,Female,39,0,M,0
Caucasian,Male,68,4,M,0
African-American,Female,22,5,F,1
African-American,Male,28,1,M,1
African-American,Male,39,19,M,1
Caucasian,Male,38,0,M,0
African-American,Female,25,3,M,0
Caucasian,Male,25,2,F,0
African-American,Male,21,3,F,1
Caucasian,Male,31,2,F,0
African-American,Male,33,3,F,1
African-American,Male,26,20,F,1
African-American,Male,31,2,F,0
African-American,Female,35,13,F,0
African-American,Male,34,19,M,0
Other,Male,41,31,F,1
Other,Male,57,0,M,0
African-American,Female,42,1,F,0
African-American,Male,26,9,F,1
Caucasian,Male,24,1,F,0
African-American,Male,36,2,F,1
African-American,Male,41,24,F,1
Caucasian,Male,27,0,F,0
Other,Female,58,0,F,1
Caucasian,Male,45,3,F,1
Caucasian,Male,34,5,F,0
Hispanic,Male,50,0,M,0
Caucasian,Male,25,6,F,1
African-American,Male,24,2,M,1
Hispanic,Male,39,2,M,0
African-American,Male,27,2,F,0
African-American,Male,25,3,F,0
Caucasian,Male,30,2,M,1
Caucasian,Male,22,3,F,1
African-American,Male,27,0,F,0
Other,Male,20,0,F,1
African-American,Male,41,19,F,1
Caucasian,Male,30,0,F,0
African-American,Male,24,3,F,0
African-American,Male,39,0,M,0
African-American,Male,32,6,F,1
African-American,Female,32,3,F,1
Caucasian,Female,29,0,F,1
Other,Male,37,0,F,1
African-American,Male,26,24,F,1
African-American,Male,24,2,F,1
Other,Male,30,2,F,0
African-American,Male,20,4,F,1
African-American,Male,25,1,M,1
Caucasian,Female,31,0,F,1
African-American,Male,25,0,M,1
Caucasian,Male,41,0,F,1
Caucasian,Male,25,0,F,0
African-American,Male,25,2,F,1
African-American,Male,22,1,F,1
African-American,Female,25,0,F,0
African-American,Male,38,0,M,0
Hispanic,Male,40,0,F,0
Caucasian,Female,49,4,M,0
Caucasian,Female,35,2,M,0
Native American,Male,21,0,M,1
Other,Male,25,0,F,0
Caucasian,Male,21,1,F,0
Caucasian,Female,24,2,F,0
Hispanic,Male,45,1,F,0
African-American,Female,24,11,M,1
Caucasian,Male,28,3,F,0
African-American,Female,34,1,M,0
African-American,Male,34,4,F,1
African-American,Male,57,8,M,0
African-American,Male,40,15,F,1
African-American,Male,22,2,M,1
African-American,Male,37,3,M,1
African-American,Female,43,0,F,0
African-American,Male,26,5,F,1
Caucasian,Male,24,2,F,1
African-American,Male,23,1,F,0
Caucasian,Male,56,1,F,1
African-American,Male,23,2,F,1
Caucasian,Male,43,12,F,0
Asian,Male,32,0,M,0
African-American,Male,21,0,F,1
African-American,Male,51,2,F,0
African-American,Male,20,0,M,1
Caucasian,Male,39,1,F,0
African-American,Male,42,17,F,1
Hispanic,Male,58,1,M,0
Other,Female,28,1,F,0
African-American,Female,30,2,M,0
Caucasian,Male,28,4,M,1
African-American,Male,29,6,F,1
Caucasian,Female,24,9,M,1
African-American,Male,22,1,F,1
African-American,Female,27,3,F,1
Caucasian,Male,50,1,F,0
African-American,Male,30,5,M,0
Caucasian,Male,28,0,F,1
African-American,Male,21,3,F,1
Hispanic,Male,26,2,M,0
Caucasian,Female,51,0,F,0
African-American,Male,21,1,F,0
Caucasian,Male,29,0,F,1
Caucasian,Male,43,0,M,0
African-American,Male,22,1,F,0
African-American,Male,52,0,F,1
African-American,Male,36,0,F,0
African-American,Male,24,0,F,0
African-American,Male,26,5,F,0
African-American,Male,27,8,M,0
Caucasian,Male,19,0,M,1
Caucasian,Male,26,2,F,0
African-American,Male,24,1,F,0
African-American,Female,29,0,F,0
Caucasian,Female,29,20,F,1
African-American,Male,38,1,F,1
African-American,Male,34,5,F,0
Other,Male,23,2,F,0
Other,Male,26,0,F,1
African-American,Female,29,1,M,0
African-American,Male,24,1,F,0
Hispanic,Male,31,1,F,1
Caucasian,Male,50,0,F,0
African-American,Female,24,0,M,0
African-American,Female,31,0,F,0
African-American,Male,36,13,F,1
African-American,Male,32,13,M,1
Caucasian,Male,63,1,M,0
African-American,Male,42,1,M,1
African-American,Male,22,0,F,0
African-American,Male,26,5,F,1
African-American,Male,26,10,F,1
Hispanic,Male,30,3,M,1
Caucasian,Male,53,3,M,1
African-American,Male,23,2,F,1
Caucasian,Male,22,0,F,0
Caucasian,Male,27,0,M,0
Other,Female,21,0,M,0
Caucasian,Male,42,2,F,1
African-American,Male,31,4,F,1
Caucasian,Male,80,0,M,0
Caucasian,Male,58,1,M,0
African-American,Male,68,6,M,0
African-American,Male,23,1,F,0
African-American,Male,36,4,F,1
Caucasian,Male,24,0,F,0
Caucasian,Male,41,2,F,0
Caucasian,Male,21,0,F,1
African-American,Male,26,3,M,1
African-American,Female,30,8,F,1
Hispanic,Male,39,0,M,1
Caucasian,Male,36,1,F,0
African-American,Male,21,0,F,1
African-American,Female,31,1,M,0
African-American,Female,20,0,F,1
Caucasian,Male,49,4,M,0
Caucasian,Male,24,0,F,0
African-American,Male,20,0,F,1
Caucasian,Male,44,1,M,0
African-American,Female,25,1,F,0
Caucasian,Male,41,11,F,1
African-American,Male,25,1,F,0
Hispanic,Male,44,0,M,0
African-American,Male,33,0,F,0
African-American,Male,20,0,F,1
African-American,Male,21,1,F,1
Caucasian,Male,44,3,F,0
African-American,Male,23,1,F,1
African-American,Male,35,0,M,1
African-American,Female,41,0,M,0
African-American,Male,30,1,F,0
Caucasian,Female,23,0,M,0
African-American,Male,36,7,F,1
African-American,Male,26,1,F,1
Hispanic,Female,32,0,F,0
Caucasian,Male,26,2,F,0
Caucasian,Male,23,0,M,1
African-American,Female,43,9,M,0
African-American,Male,30,3,F,1
Caucasian,Male,44,1,F,1
African-American,Male,37,1,F,1
Caucasian,Male,39,1,F,0
Hispanic,Male,37,2,F,1
African-American,Female,49,1,F,0
African-American,Male,31,6,F,1
Caucasian,Male,63,5,M,0
African-American,Female,66,11,F,1
Hispanic,Male,19,2,F,1
Caucasian,Male,24,3,F,0
Caucasian,Male,21,2,M,0
Caucasian,Female,48,0,F,0
African-American,Male,37,0,F,0
African-American,Male,21,0,M,1
Hispanic,Male,31,1,F,1
Other,Female,20,0,M,0
Caucasian,Female,64,0,M,0
Caucasian,Male,22,0,M,0
Caucasian,Male,43,8,F,0
Caucasian,Male,25,3,F,1
Caucasian,Male,33,10,F,0
African-American,Male,26,1,F,0
Caucasian,Female,33,1,M,0
Caucasian,Male,25,3,F,0
African-American,Female,30,3,M,0
African-American,Female,20,3,M,0
African-American,Male,44,0,F,0
African-American,Male,31,0,F,0
Caucasian,Male,50,9,M,1
African-American,Male,33,16,F,1
Caucasian,Female,50,1,M,0
African-American,Male,31,1,F,1
Hispanic,Female,25,0,M,0
African-American,Female,43,2,M,0
Caucasian,Female,51,2,F,1
African-American,Male,27,0,M,1
Other,Male,34,2,M,0
Other,Male,44,0,F,0
African-American,Male,31,6,M,1
Hispanic,Male,30,14,F,1
African-American,Male,26,2,F,1
African-American,Male,20,4,F,1
Hispanic,Male,41,1,F,1
Hispanic,Female,55,0,M,0
African-American,Male,29,6,F,0
Other,Male,31,0,M,0
African-American,Male,31,11,F,1
Other,Male,52,0,F,0
Caucasian,Male,59,0,M,0
African-American,Male,49,1,M,1
Caucasian,Male,36,11,M,1
African-American,Female,23,1,F,0
Caucasian,Male,46,26,F,1
Caucasian,Male,59,2,M,1
Hispanic,Male,51,1,F,0
African-American,Male,34,0,F,0
Other,Male,32,0,F,0
African-American,Male,54,1,F,0
African-American,Male,24,3,F,1
Caucasian,Male,35,16,F,1
Other,Male,32,0,M,1
Caucasian,Male,22,0,F,1
African-American,Male,36,0,F,0
Caucasian,Male,61,0,M,0
African-American,Female,38,0,M,0
Hispanic,Male,41,9,F,0
Hispanic,Male,34,2,M,1
African-American,Male,32,0,F,0
Caucasian,Male,37,1,F,1
African-American,Male,46,18,F,0
African-American,Male,21,4,F,0
African-American,Male,57,0,F,1
African-American,Male,68,2,F,0
African-American,Male,24,0,M,0
African-American,Male,46,3,F,1
Caucasian,Male,41,1,F,1
Other,Male,30,0,F,0
African-American,Male,25,8,F,1
African-American,Male,24,7,F,1
African-American,Male,41,1,F,0
Other,Male,55,4,F,0
Hispanic,Male,26,1,F,0
Hispanic,Male,39,2,F,0
Caucasian,Male,33,1,F,0
African-American,Male,23,0,F,0
Caucasian,Female,47,28,F,1
Caucasian,Female,51,0,F,0
Caucasian,Male,36,1,M,0
Hispanic,Male,57,0,M,0
African-American,Male,43,0,M,0
African-American,Male,26,4,F,1
Other,Male,47,0,M,0
African-American,Male,60,1,F,0
African-American,Male,24,0,M,1
Caucasian,Male,20,0,F,1
Caucasian,Male,39,3,M,1
Caucasian,Female,28,0,M,0
African-American,Male,28,7,F,1
Caucasian,Male,58,2,M,1
Caucasian,Male,67,2,F,0
Other,Male,54,1,F,0
African-American,Female,26,1,F,0
African-American,Female,24,2,F,1
Other,Female,34,0,M,0
Other,Male,48,1,F,0
African-American,Male,37,0,F,0
African-American,Male,28,8,F,1
Caucasian,Male,46,14,F,1
Caucasian,Male,45,2,M,0
African-American,Male,20,2,F,1
African-American,Male,52,0,M,0
African-American,Male,29,0,M,0
African-American,Male,34,11,F,1
African-American,Male,24,0,F,1
African-American,Male,28,6,F,1
African-American,Male,28,2,F,1
African-American,Male,29,0,F,0
Caucasian,Female,55,2,F,0
Hispanic,Male,68,0,M,0
Hispanic,Male,22,0,F,1
Caucasian,Male,24,3,F,1
African-American,Male,20,0,F,0
African-American,Male,23,0,M,0
African-American,Male,44,6,F,1
African-American,Male,34,8,F,1
African-American,Male,55,0,M,1
African-American,Female,23,0,F,1
African-American,Female,23,3,F,1
Hispanic,Male,24,0,F,0
African-American,Male,77,0,M,0
Caucasian,Male,52,3,M,0
African-American,Male,34,8,F,1
Hispanic,Male,39,0,F,0
Caucasian,Male,30,2,M,1
African-American,Male,53,5,M,1
African-American,Male,30,3,M,1
African-American,Male,26,0,F,1
Caucasian,Female,51,1,M,0
African-American,Male,34,2,F,0
Caucasian,Male,23,0,F,0
Caucasian,Male,32,2,F,0
African-American,Male,38,8,M,0
African-American,Male,21,0,F,1
Hispanic,Male,34,5,F,1
Caucasian,Male,53,8,M,1
Caucasian,Male,34,1,F,0
Hispanic,Male,28,1,M,0
Caucasian,Male,25,5,F,1
African-American,Male,54,1,M,0
Caucasian,Male,25,2,M,1
Other,Male,25,3,F,1
Hispanic,Male,34,1,M,0
Other,Male,46,0,F,1
African-American,Male,22,0,F,1
African-American,Female,23,2,F,1
Caucasian,Male,27,1,M,1
African-American,Male,45,7,F,0
Hispanic,Male,46,12,F,1
Caucasian,Female,31,9,F,1
Caucasian,Male,45,1,M,0
African-American,Male,28,12,F,0
African-American,Male,24,1,F,1
Caucasian,Female,28,6,M,1
African-American,Male,41,2,F,0
African-American,Male,35,3,M,1
African-American,Male,20,1,F,1
African-American,Male,32,19,F,1
African-American,Male,28,2,F,0
African-American,Male,33,7,F,1
African-American,Male,26,8,F,1
African-American,Male,22,1,M,1
African-American,Female,25,4,F,0
Hispanic,Male,21,0,F,1
Caucasian,Female,23,1,M,0
African-American,Male,30,2,F,1
Caucasian,Male,69,6,M,1
African-American,Male,25,11,M,1
African-American,Female,56,2,F,0
Hispanic,Male,27,0,M,1
African-American,Male,33,3,F,1
Caucasian,Male,35,3,M,0
Caucasian,Male,34,13,F,1
African-American,Male,37,2,F,1
Caucasian,Female,55,0,F,1
Caucasian,Male,43,1,M,0
African-American,Male,27,27,M,1
African-American,Male,26,7,F,0
Caucasian,Female,42,4,M,1
Hispanic,Male,27,0,M,0
Caucasian,Male,41,1,F,0
African-American,Male,21,2,M,1
African-American,Male,30,4,M,1
Caucasian,Male,30,1,F,0
Caucasian,Female,45,0,F,1
African-American,Male,23,2,F,1
African-American,Female,31,2,F,1
African-American,Male,40,8,M,1
African-American,Male,33,1,F,0
African-American,Male,40,11,M,1
Caucasian,Male,56,1,F,0
African-American,Male,21,0,M,1
Caucasian,Male,22,1,F,0
African-American,Male,51,4,F,0
Caucasian,Male,36,0,M,0
Hispanic,Male,25,3,F,1
Caucasian,Male,30,0,M,0
Caucasian,Female,21,0,F,0
Hispanic,Male,25,2,F,1
Hispanic,Male,38,0,F,0
Caucasian,Male,28,3,M,1
African-American,Male,41,3,M,1
Caucasian,Female,22,0,F,1
Other,Male,29,8,F,1
Hispanic,Male,21,0,F,1
African-American,Female,40,2,F,0
African-American,Male,47,12,F,1
African-American,Male,37,2,F,0
African-American,Female,37,0,F,0
African-American,Female,23,2,F,1
Hispanic,Male,55,0,F,0
African-American,Male,19,1,F,1
Caucasian,Male,26,1,F,1
African-American,Male,25,4,F,1
African-American,Male,25,0,M,0
Caucasian,Male,48,3,F,0
Caucasian,Male,39,17,F,1
Caucasian,Male,36,0,F,1
African-American,Male,26,6,M,0
African-American,Male,51,8,M,1
African-American,Male,20,0,F,0
Caucasian,Female,43,0,M,0
African-American,Male,22,0,F,1
Caucasian,Female,24,0,M,1
African-American,Male,35,2,F,0
African-American,Male,57,12,F,1
Caucasian,Male,25,6,M,1
Caucasian,Male,55,0,M,0
African-American,Female,52,0,M,0
African-American,Female,33,0,M,0
Other,Male,30,0,F,0
African-American,Male,32,3,F,1
African-American,Male,20,5,F,1
African-American,Male,67,8,F,0
African-American,Male,31,7,M,0
Caucasian,Male,21,0,F,1
African-American,Male,30,4,M,0
Caucasian,Male,55,0,M,0
African-American,Male,25,0,F,0
African-American,Male,25,0,F,0
African-American,Male,47,17,F,0
African-American,Male,27,10,F,1
African-American,Male,22,0,F,0
African-American,Male,37,8,F,0
Caucasian,Male,68,7,F,1
Caucasian,Male,37,0,F,0
African-American,Female,42,1,F,0
Caucasian,Male,22,5,M,1
African-American,Male,30,4,M,0
African-American,Male,34,1,M,0
Other,Male,28,0,M,0
Caucasian,Male,37,4,M,1
African-American,Female,41,8,F,1
Hispanic,Male,52,0,M,0
Caucasian,Male,36,2,M,0
Caucasian,Male,26,2,F,0
Caucasian,Male,24,0,F,0
African-American,Male,27,0,F,0
Caucasian,Female,37,0,M,0
African-American,Male,31,1,F,0
